Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight,Stage of Life
F,0.3668048765165375,0.632527704066397,0.0596948329756007,1.7654121878798692,1.7058809200908955,0.3893974479164377,0.6992726346217308,Adult
F,0.2904356838359602,0.6413997856093199,0.1518999846660889,3.3516046121547816,1.6481586168139284,0.28211978422366,0.5175384554809097,Child
F,0.8404162435343133,0.5957529289427844,0.0497037762471105,2.196815837291205,0.3995040708432155,0.8061555923667368,0.5578903146798286,Adult
F,0.1937002944898966,0.2913299743773725,0.0328345661775633,0.4097523252258999,1.188450905927221,0.3631250653353789,0.7890950802121801,Adult
F,0.6957740576497542,0.8044124715339225,0.3345346820708784,2.261121315434637,0.0341906965892528,0.6797618929693648,0.4732735585011989,Adult
F,0.213049724864952,0.5575247795141939,0.3423233269098388,1.3972705995768837,1.5296377742396234,0.3585804915658945,0.2152125411757993,Adult
F,0.270666681992586,0.279773304288758,0.2798350249980696,0.9490602840399394,0.398579512688737,0.7240078776741498,0.6671659984019531,Child
F,0.6427603762530361,0.0410022501577629,0.3575873802021764,2.9854639735319126,1.9782172138322205,0.6172853112946837,0.0638077196863032,Adole
F,0.4859884780393845,0.696411534095589,0.0589952134043665,2.758153123228155,0.6365023501389611,0.6389736013060521,0.5405334529798392,Adult
F,1.0980964864259,0.1765233025578313,0.2941636562742767,0.0711270688941205,1.1797981061214973,0.3287578512726958,0.2286467090879797,Adult
F,0.5638370272697203,0.8364860834309068,0.1423661906892646,2.437166222533897,1.2921892468956102,0.276537848060867,0.7397262908470416,Child
F,0.7855492841971876,0.3080800776872421,0.0800284055429823,2.640634286613203,0.2905273429559565,0.6181808377931108,0.4155656842638646,Adult
F,0.3713321135634751,0.4047949016284107,0.1336073506744822,0.2471044006095912,1.6368305120174425,0.0106275823368105,0.4285403034286803,Adult
F,0.2485414635409074,0.2314365102696678,0.0346137885287596,2.2817906110984003,0.2618429436496804,0.0820756371711906,0.7295188212031004,Adult
F,0.2264050119997488,0.8197015189381107,0.1689118671637235,2.4196596006709026,1.8019232145911648,0.2811905641978356,0.6414324268791902,Child
F,0.4488211384384378,0.658243729183666,0.3106045957342553,2.1285918420696874,1.5084381491573031,0.7673267416635936,0.3840570002703037,Adult
F,0.4534125030907522,0.7179142360294468,0.0611323554279848,1.5789582050510145,0.416393116469346,0.4777556905637511,0.1111875459053144,Adult
F,0.3602566648408352,0.9817853661709376,0.1819437603575567,1.7194418883022051,1.2264579102084443,0.7758999283354164,0.6978819910534599,Adult
F,0.5924661268120972,0.5659215383282513,0.1109990933060309,1.3327839076807275,1.8126933848149736,0.6466917875882991,0.1139766974938683,Adult
F,0.4482758691004226,0.6996184219458723,0.0719314459183692,0.704262509161252,1.3765755214012545,0.1516659021983747,0.0722785763215543,Adult
F,0.5326329729598778,0.9098022143719696,0.3080813628405772,3.192707585340269,1.03345006386172,0.2398010508567771,0.2958846705971548,Adult
F,0.6205339439040852,0.8327069175788921,0.2617041589242179,0.9660211700401528,1.636406144192299,0.7919229903375478,0.269645415463803,Adult
F,0.9378077521741108,0.3521493831445009,0.0056357075083863,0.8971411951394438,0.854830452745158,0.1994697126680677,0.1198364845462943,Adult
F,0.1231049876052021,0.4798192378561861,0.0923107257004028,4.044646103174284,0.2999839073510905,0.5876078569011799,0.0597512478873473,Adole
F,1.0700780681592996,0.2005708323932943,0.1911060623560258,1.7443495550741932,1.3701938497480235,0.3455351541623965,0.2191376978980127,Child
F,0.4082442562871036,0.3911244446944246,0.0929170219151501,1.918738414047953,0.7102244196052099,0.5777720554718936,0.6542546281114181,Adult
F,0.9233069315677884,0.9257646018161168,0.1976160616372707,3.304974191428403,0.9127827317462194,0.0006213682774427,0.5642620432700154,Adult
F,0.3796889983733654,0.6289056474855412,0.1181880931421261,1.8576809660714808,1.5030323371585803,0.112866385715446,0.0421616797864236,Adult
F,0.8257938156310963,0.7115821334622373,0.1173550534300409,0.908057671988991,1.5735197219556114,0.4959590881223133,0.7650707437358686,Adult
F,0.3993584829250795,0.4678796885205371,0.2886264898841833,3.18016898417834,0.3054338075180043,0.7656236044874043,0.6204893087548078,Adult
F,0.7511971888167882,0.2022681531841249,0.2173573974948526,2.1165822084654597,1.3297851833295011,0.624492105449329,0.3571799926592001,Child
F,1.0705473422757603,0.1296536870447382,0.2023775601315385,0.6381438960702217,1.4144179179833578,0.2030595967656457,0.6786208999456718,Adult
F,0.9413904439548564,0.4934416682673399,0.1779522162909192,0.1138483806396099,2.133745911812425,0.2529414771774615,0.5426437173513383,Adult
F,0.2634524294080153,0.7302420888452674,0.2119095862580973,1.4196341081913797,0.155207339908439,0.5249146252074464,0.672699029973333,Adult
F,0.9715564667504089,0.4343840678985131,0.0770191431018733,1.6144596376076106,0.0610060162024096,0.1734811834417149,0.8218128679327302,Adult
F,0.2518887016726835,0.4287023754042198,0.1097586153695955,1.7260864962937017,1.5960134578633574,0.5987332301737585,0.1471075699778676,Adult
F,0.939157731805083,0.1778156942386831,0.0787939493124298,0.8534335034527994,0.438318291743182,0.1361089604711003,0.791880140517123,Adult
F,0.5916774418427689,0.4619570486900204,0.0868295032273896,0.8852290318154689,0.3127551844954227,0.5512216756118804,0.4134401093586849,Adole
F,0.7088548874314518,0.5767104267261864,0.2450223617670817,4.586772581932296,0.293295706788066,0.8568814789035593,0.4731264847196663,Adult
F,0.1771299629710899,0.1750546230777422,0.0635812182481755,1.7315661810143022,0.7556845185493466,0.4939026966693923,0.788764879504145,Adult
